"TIME","TYPE","AMOUNT","CATEGORY","ACCOUNT","NOTES"
"Jul 19, 2025 9:00 PM","(-) Expense","137.00","Food","Primary","office cafeteria"
"Jul 20, 2025 11:07 AM","(-) Expense","239.00","Ration","Primary","weekly veggies"
"Jul 20, 2025 11:31 AM","(-) Expense","87.00","Ration","Primary","fruits"
"Jul 20, 2025 1:07 PM","(-) Expense","123.00","Food","Primary","burger"
"Jul 20, 2025 4:42 PM","(-) Expense","43.00","Food","Cash","poha"
"Jul 20, 2025 5:42 PM","(*) Transfer","2840.00","-","Primary->Cash","atm cash"
"Jul 20, 2025 6:17 PM","(-) Expense","246.50","Entertainment","Primary","cafe hangout"
"Jul 21, 2025 8:49 AM","(-) Expense","53.00","Transportation","Metro","metro"
"Jul 21, 2025 1:03 PM","(-) Expense","102.00","Food","Primary","thali"
"Jul 21, 2025 7:10 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Jul 22, 2025 7:01 AM","(-) Expense","64.00","Sport","Primary","swimming"
"Jul 22, 2025 8:20 AM","(-) Expense","12.00","Food","Cash","tea"
"Jul 22, 2025 8:50 AM","(-) Expense","27.00","Transportation","Primary","bus"
"Jul 22, 2025 1:08 PM","(-) Expense","111.00","Food","Primary","office cafeteria"
"Jul 22, 2025 7:11 PM","(-) Expense","29.00","Transportation","Primary","bus"
"Jul 23, 2025 8:18 AM","(-) Expense","33.00","Food","Primary","filter coffee"
"Jul 23, 2025 8:48 AM","(-) Expense","35.00","Transportation","Primary","bus"
"Jul 23, 2025 1:04 PM","(-) Expense","68.00","Food","Primary","idli"
"Jul 23, 2025 4:39 PM","(-) Expense","71.00","Food","Primary","dosa"
"Jul 23, 2025 7:13 PM","(-) Expense","33.00","Transportation","Primary","bus"
"Jul 23, 2025 9:03 PM","(-) Expense","254.00","Food","Primary","biryani"
"Jul 24, 2025 8:51 AM","(-) Expense","33.50","Transportation","Primary","bus"
"Jul 24, 2025 1:05 PM","(-) Expense","61.00","Food","Primary","idli"
"Jul 24, 2025 7:12 PM","(-) Expense","16.00","Transportation","Primary","bus"
"Jul 25, 2025 8:22 AM","(-) Expense","26.00","Food","Primary","filter coffee"
"Jul 25, 2025 8:50 AM","(-) Expense","41.50","Transportation","Metro","metro"
"Jul 25, 2025 1:05 PM","(-) Expense","158.00","Food","Primary","thali"
"Jul 25, 2025 7:13 PM","(-) Expense","47.50","Transportation","Metro","metro"
"Jul 26, 2025 7:00 AM","(-) Expense","56.00","Sport","Primary","sports drink"
"Jul 26, 2025 8:23 AM","(-) Expense","34.00","Food","Primary","filter coffee"
"Jul 26, 2025 1:03 PM","(-) Expense","101.00","Food","Primary","office cafeteria"
"Jul 26, 2025 4:41 PM","(-) Expense","13.00","Food","Cash","tea"
"Jul 26, 2025 6:23 PM","(-) Expense","2267.00","Entertainment","Primary","concert ticket"
"Jul 27, 2025 8:19 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Jul 27, 2025 1:08 PM","(-) Expense","275.00","Food","Primary","biryani"
"Jul 27, 2025 2:02 PM","(-) Expense","61.00","Education","Primary","printouts"
"Jul 27, 2025 4:38 PM","(-) Expense","57.00","Food","Primary","fruit salad"
"Jul 27, 2025 9:00 PM","(-) Expense","675.00","Food","Primary","outside dinner"
"Jul 28, 2025 8:19 AM","(-) Expense","28.50","Food","Primary","filter coffee"
"Jul 28, 2025 8:51 AM","(-) Expense","39.00","Transportation","Metro","metro"
"Jul 28, 2025 1:02 PM","(-) Expense","166.00","Food","Primary","thali"
"Jul 28, 2025 9:00 PM","(-) Expense","298.00","Food","Primary","pizza"
"Jul 29, 2025 7:00 AM","(-) Expense","222.00","Sport","Primary","badminton court"
"Jul 29, 2025 8:23 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Jul 29, 2025 8:47 AM","(-) Expense","37.00","Transportation","Metro","metro"
"Jul 29, 2025 1:06 PM","(-) Expense","108.00","Food","Primary","office cafeteria"
"Jul 29, 2025 4:40 PM","(-) Expense","26.00","Food","Primary","vada pav"
"Jul 29, 2025 7:11 PM","(-) Expense","38.00","Transportation","Metro","metro"
"Jul 29, 2025 9:00 PM","(-) Expense","172.00","Food","Primary","lunch"
"Jul 30, 2025 8:21 AM","(-) Expense","30.00","Food","Primary","filter coffee"
"Jul 30, 2025 8:47 AM","(-) Expense","42.00","Transportation","Metro","metro"
"Jul 30, 2025 1:05 PM","(-) Expense","83.00","Food","Primary","dosa"
"Jul 30, 2025 4:42 PM","(-) Expense","25.00","Food","Cash","water bottle"
"Jul 30, 2025 7:13 PM","(-) Expense","50.00","Transportation","Metro","metro"
"Jul 30, 2025 9:02 PM","(-) Expense","112.00","Food","Primary","lunch"
"Jul 31, 2025 7:02 AM","(-) Expense","133.00","Sport","Primary","gym day pass"
"Jul 31, 2025 8:19 AM","(-) Expense","10.50","Food","Cash","cutting chai"
"Jul 31, 2025 1:08 PM","(-) Expense","80.00","Food","Primary","dosa"
"Jul 31, 2025 4:42 PM","(-) Expense","56.00","Food","Primary","dosa"
"Jul 31, 2025 7:27 PM","(-) Expense","436.00","gift","Primary","diwali gift"
"Aug 01, 2025 8:19 AM","(-) Expense","10.00","Food","Cash","cutting chai"
"Aug 01, 2025 8:48 AM","(-) Expense","52.00","Transportation","Metro","metro"
"Aug 01, 2025 9:15 AM","(+) Income","55987.20","Salary","Primary","monthly salary"
"Aug 01, 2025 9:40 AM","(*) Transfer","9251.50","-","Primary->Savings","monthly save"
"Aug 01, 2025 1:02 PM","(-) Expense","102.00","Food","Primary","office cafeteria"
"Aug 01, 2025 4:43 PM","(-) Expense","20.00","Food","Primary","water bottle"
"Aug 01, 2025 7:07 PM","(-) Expense","54.00","Transportation","Metro","metro"
"Aug 02, 2025 7:00 AM","(-) Expense","174.00","Sport","Primary","gym day pass"
"Aug 02, 2025 8:20 AM","(-) Expense","13.50","Food","Primary","tea"
"Aug 02, 2025 10:02 AM","(-) Expense","12197.00","Home","Primary","rent share"
"Aug 02, 2025 11:09 AM","(-) Expense","313.00","Ration","Primary","chicken"
"Aug 02, 2025 11:09 AM","(-) Expense","709.50","Ration","Primary","grocery restock"
"Aug 02, 2025 11:23 AM","(-) Expense","103.00","Ration","Primary","milk and curd"
"Aug 02, 2025 11:28 AM","(-) Expense","293.00","Ration","Primary","chicken"
"Aug 02, 2025 11:36 AM","(-) Expense","258.00","Ration","Primary","chicken"
"Aug 02, 2025 1:02 PM","(-) Expense","124.00","Food","Primary","lunch"
"Aug 02, 2025 4:38 PM","(-) Expense","97.00","Food","Cash","ice cream"
"Aug 02, 2025 6:21 PM","(-) Expense","378.00","Entertainment","Primary","movie"
"Aug 03, 2025 8:23 AM","(-) Expense","10.00","Food","Cash","cutting chai"
"Aug 03, 2025 11:03 AM","(-) Expense","196.50","Ration","Primary","weekly veggies"
"Aug 03, 2025 11:23 AM","(-) Expense","311.00","Ration","Primary","chicken"
"Aug 03, 2025 11:23 AM","(-) Expense","62.00","Ration","Primary","eggs pack"
"Aug 03, 2025 11:28 AM","(-) Expense","74.00","Ration","Primary","bread and butter"
"Aug 03, 2025 1:05 PM","(-) Expense","82.00","Food","Primary","lunch"
"Aug 03, 2025 4:40 PM","(-) Expense","21.00","Food","Primary","vada pav"
"Aug 03, 2025 8:09 PM","(-) Expense","227.00","Social","Primary","festival sweets"
"Aug 04, 2025 8:22 AM","(-) Expense","13.00","Food","Primary","tea"
"Aug 04, 2025 8:52 AM","(-) Expense","31.50","Transportation","Primary","bus"
"Aug 04, 2025 1:08 PM","(-) Expense","109.00","Food","Primary","office cafeteria"
"Aug 04, 2025 4:38 PM","(-) Expense","30.00","Food","Cash","egg puff"
"Aug 04, 2025 7:08 PM","(-) Expense","17.00","Transportation","Primary","bus"
"Aug 04, 2025 7:32 PM","(-) Expense","1093.00","gift","Primary","diwali gift"
"Aug 05, 2025 8:21 AM","(-) Expense","10.00","Food","Primary","tea"
"Aug 05, 2025 8:47 AM","(-) Expense","40.00","Transportation","Metro","metro"
"Aug 05, 2025 11:22 AM","(-) Expense","514.00","Bills","Primary","wifi"
"Aug 05, 2025 1:08 PM","(-) Expense","60.00","Food","Primary","idli"
"Aug 05, 2025 7:12 PM","(-) Expense","47.00","Transportation","Metro","metro"
"Aug 06, 2025 8:17 AM","(-) Expense","11.50","Food","Primary","cutting chai"
"Aug 06, 2025 8:48 AM","(-) Expense","50.50","Transportation","Primary","metro"
"Aug 06, 2025 1:08 PM","(-) Expense","57.00","Food","Primary","dosa"
"Aug 06, 2025 7:12 PM","(-) Expense","59.00","Transportation","Primary","metro"
"Aug 06, 2025 9:02 PM","(-) Expense","179.00","Food","Primary","biryani"
"Aug 07, 2025 8:20 AM","(-) Expense","13.00","Food","Primary","tea"
"Aug 07, 2025 1:08 PM","(-) Expense","137.00","Food","Primary","thali"
"Aug 07, 2025 2:00 PM","(-) Expense","1895.00","Education","Primary","exam fee"
"Aug 07, 2025 4:43 PM","(-) Expense","30.00","Food","Primary","poha"
"Aug 07, 2025 9:00 PM","(-) Expense","218.00","Food","Primary","thali"
"Aug 08, 2025 8:20 AM","(-) Expense","14.00","Food","Primary","tea"
"Aug 08, 2025 8:53 AM","(-) Expense","50.00","Transportation","Metro","metro"
"Aug 08, 2025 12:07 PM","(-) Expense","1198.00","Bills","Primary","electricity"
"Aug 08, 2025 1:05 PM","(-) Expense","66.00","Food","Primary","idli"
"Aug 08, 2025 4:03 PM","(-) Expense","167.00","Shopping","Primary","stationery"
"Aug 08, 2025 4:38 PM","(-) Expense","56.00","Food","Primary","fruit salad"
"Aug 09, 2025 7:00 AM","(-) Expense","132.00","Sport","Primary","gym day pass"
"Aug 09, 2025 8:21 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Aug 09, 2025 11:09 AM","(-) Expense","561.00","Ration","Primary","grocery restock"
"Aug 09, 2025 11:10 AM","(-) Expense","67.50","Ration","Primary","bread and butter"
"Aug 09, 2025 11:21 AM","(-) Expense","308.00","Ration","Primary","chicken"
"Aug 09, 2025 11:23 AM","(-) Expense","412.50","Ration","Primary","grocery restock"
"Aug 09, 2025 11:31 AM","(-) Expense","118.00","Ration","Primary","fruits"
"Aug 09, 2025 1:05 PM","(-) Expense","219.00","Food","Primary","thali"
"Aug 09, 2025 4:41 PM","(-) Expense","50.50","Food","Primary","juice"
"Aug 09, 2025 6:21 PM","(-) Expense","2427.50","Entertainment","Primary","concert ticket"
"Aug 09, 2025 9:01 PM","(-) Expense","226.00","Food","Primary","biryani"
"Aug 10, 2025 8:17 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Aug 10, 2025 1:06 PM","(-) Expense","242.00","Food","Primary","dinner"
"Aug 10, 2025 3:33 PM","(-) Expense","1351.00","Health","Primary","lab test"
"Aug 10, 2025 8:12 PM","(-) Expense","726.00","Social","Primary","friend birthday gift"
"Aug 10, 2025 9:00 PM","(-) Expense","407.00","Food","Primary","weekend brunch"
"Aug 11, 2025 8:20 AM","(-) Expense","13.00","Food","Primary","tea"
"Aug 11, 2025 8:47 AM","(-) Expense","30.50","Transportation","Metro","metro"
"Aug 11, 2025 1:07 PM","(-) Expense","61.00","Food","Primary","idli"
"Aug 11, 2025 7:07 PM","(-) Expense","53.50","Transportation","Metro","metro"
"Aug 12, 2025 7:00 AM","(-) Expense","77.00","Sport","Primary","sports drink"
"Aug 12, 2025 8:22 AM","(-) Expense","34.00","Food","Primary","filter coffee"
"Aug 12, 2025 8:49 AM","(-) Expense","16.00","Transportation","Primary","bus"
"Aug 12, 2025 1:07 PM","(-) Expense","124.50","Food","Primary","thali"
"Aug 12, 2025 4:42 PM","(-) Expense","31.00","Food","Primary","idli"
"Aug 12, 2025 6:33 PM","(-) Expense","337.00","Telephone","Primary","prepaid top-up"
"Aug 13, 2025 8:52 AM","(-) Expense","18.00","Transportation","Primary","bus"
"Aug 13, 2025 1:03 PM","(-) Expense","72.00","Food","Primary","office cafeteria"
"Aug 13, 2025 4:41 PM","(-) Expense","39.50","Food","Primary","idli"
"Aug 13, 2025 7:10 PM","(-) Expense","34.50","Transportation","Primary","bus"
"Aug 14, 2025 7:00 AM","(-) Expense","77.00","Sport","Primary","sports drink"
"Aug 14, 2025 8:21 AM","(-) Expense","11.50","Food","Primary","cutting chai"
"Aug 14, 2025 8:53 AM","(-) Expense","37.50","Transportation","Primary","metro"
"Aug 14, 2025 1:03 PM","(-) Expense","62.00","Food","Primary","idli"
"Aug 14, 2025 4:38 PM","(-) Expense","29.00","Food","Primary","samosa"
"Aug 14, 2025 7:12 PM","(-) Expense","31.00","Transportation","Primary","metro"
"Aug 15, 2025 8:19 AM","(-) Expense","11.00","Food","Primary","tea"
"Aug 15, 2025 8:49 AM","(-) Expense","60.00","Transportation","Metro","metro"
"Aug 15, 2025 1:03 PM","(-) Expense","153.00","Food","Primary","lunch"
"Aug 15, 2025 7:11 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Aug 15, 2025 8:02 PM","(*) Transfer","4450.00","-","Primary->Credit","credit card payment"
"Aug 16, 2025 8:18 AM","(-) Expense","13.00","Food","Cash","tea"
"Aug 16, 2025 1:05 PM","(-) Expense","153.50","Food","Primary","dinner"
"Aug 16, 2025 6:21 PM","(-) Expense","291.00","Entertainment","Primary","movie"
"Aug 16, 2025 8:09 PM","(-) Expense","173.00","Social","Primary","festival sweets"
"Aug 16, 2025 9:03 PM","(-) Expense","147.50","Food","Primary","burger"
"Aug 17, 2025 8:19 AM","(-) Expense","12.00","Food","Primary","tea"
"Aug 17, 2025 11:07 AM","(-) Expense","76.00","Ration","Primary","eggs pack"
"Aug 17, 2025 11:13 AM","(-) Expense","288.00","Ration","Primary","chicken"
"Aug 17, 2025 4:42 PM","(-) Expense","30.50","Food","Cash","poha"
"Aug 17, 2025 6:17 PM","(-) Expense","278.00","Entertainment","Primary","cafe hangout"
"Aug 17, 2025 9:00 PM","(-) Expense","166.00","Food","Primary","thali"
"Aug 18, 2025 8:11 AM","(*) Transfer","450.00","-","Primary->Metro","metro card top-up"
"Aug 18, 2025 8:21 AM","(-) Expense","12.00","Food","Primary","tea"
"Aug 18, 2025 8:47 AM","(-) Expense","48.00","Transportation","Metro","metro"
"Aug 18, 2025 1:05 PM","(-) Expense","47.00","Food","Primary","idli"
"Aug 18, 2025 7:11 PM","(-) Expense","33.50","Transportation","Metro","metro"
"Aug 19, 2025 7:02 AM","(-) Expense","80.00","Sport","Primary","swimming"
"Aug 19, 2025 8:22 AM","(-) Expense","11.00","Food","Primary","tea"
"Aug 19, 2025 8:49 AM","(-) Expense","31.00","Transportation","Metro","metro"
"Aug 19, 2025 1:04 PM","(-) Expense","63.00","Food","Primary","idli"
"Aug 19, 2025 4:41 PM","(-) Expense","11.00","Food","Cash","biscuit"
"Aug 19, 2025 7:13 PM","(-) Expense","48.00","Transportation","Metro","metro"
"Aug 19, 2025 9:02 PM","(-) Expense","183.50","Food","Primary","biryani"
"Aug 20, 2025 8:18 AM","(-) Expense","30.00","Food","Cash","filter coffee"
"Aug 20, 2025 8:51 AM","(-) Expense","17.50","Transportation","Primary","bus"
"Aug 20, 2025 1:03 PM","(-) Expense","66.00","Food","Primary","idli"
"Aug 20, 2025 5:46 PM","(*) Transfer","1968.00","-","Primary->Cash","atm cash"
"Aug 20, 2025 9:02 PM","(-) Expense","125.00","Food","Primary","thali"
"Aug 21, 2025 8:20 AM","(-) Expense","14.00","Food","Primary","tea"
"Aug 21, 2025 8:52 AM","(-) Expense","41.00","Transportation","Metro","metro"
"Aug 21, 2025 1:04 PM","(-) Expense","149.00","Food","Primary","lunch"
"Aug 21, 2025 4:37 PM","(-) Expense","14.00","Food","Cash","tea"
"Aug 21, 2025 7:09 PM","(-) Expense","51.50","Transportation","Metro","metro"
"Aug 22, 2025 8:51 AM","(-) Expense","23.00","Transportation","Primary","bus"
"Aug 22, 2025 1:04 PM","(-) Expense","94.00","Food","Primary","office cafeteria"
"Aug 22, 2025 7:12 PM","(-) Expense","31.00","Transportation","Primary","bus"
"Aug 23, 2025 7:00 AM","(-) Expense","53.00","Sport","Primary","swimming"
"Aug 23, 2025 8:20 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Aug 23, 2025 4:39 PM","(-) Expense","28.00","Food","Cash","vada pav"
"Aug 23, 2025 6:23 PM","(-) Expense","368.00","Entertainment","Primary","movie"
"Aug 23, 2025 9:00 PM","(-) Expense","174.00","Food","Primary","thali"
"Aug 24, 2025 11:04 AM","(-) Expense","95.00","Ration","Primary","eggs pack"
"Aug 24, 2025 11:04 AM","(-) Expense","106.00","Ration","Primary","fruits"
"Aug 24, 2025 11:27 AM","(-) Expense","290.00","Ration","Primary","weekly veggies"
"Aug 24, 2025 11:28 AM","(-) Expense","227.00","Ration","Primary","chicken"
"Aug 24, 2025 11:34 AM","(-) Expense","85.00","Ration","Primary","bread and butter"
"Aug 24, 2025 1:07 PM","(-) Expense","97.00","Food","Primary","office cafeteria"
"Aug 24, 2025 6:23 PM","(-) Expense","346.00","Entertainment","Primary","movie"
"Aug 25, 2025 8:20 AM","(-) Expense","12.00","Food","Primary","tea"
"Aug 25, 2025 8:47 AM","(-) Expense","54.00","Transportation","Metro","metro"
"Aug 25, 2025 1:02 PM","(-) Expense","44.00","Food","Primary","idli"
"Aug 25, 2025 7:13 PM","(-) Expense","43.00","Transportation","Metro","metro"
"Aug 26, 2025 7:00 AM","(-) Expense","47.00","Sport","Primary","sports drink"
"Aug 26, 2025 8:53 AM","(-) Expense","35.00","Transportation","Primary","bus"
"Aug 26, 2025 4:00 PM","(-) Expense","1708.00","Shopping","Primary","earphones"
"Aug 26, 2025 7:12 PM","(-) Expense","28.00","Transportation","Primary","bus"
"Aug 27, 2025 8:21 AM","(-) Expense","14.00","Food","Primary","tea"
"Aug 27, 2025 1:08 PM","(-) Expense","100.00","Food","Primary","lunch"
"Aug 27, 2025 3:30 PM","(-) Expense","673.00","Health","Primary","doctor consult"
"Aug 27, 2025 4:40 PM","(-) Expense","19.00","Food","Primary","biscuit"
"Aug 27, 2025 9:01 PM","(-) Expense","612.00","Food","Primary","outside dinner"
"Aug 28, 2025 8:22 AM","(-) Expense","15.00","Food","Primary","tea"
"Aug 28, 2025 8:47 AM","(-) Expense","40.00","Transportation","Metro","metro"
"Aug 28, 2025 1:06 PM","(-) Expense","76.00","Food","Primary","office cafeteria"
"Aug 28, 2025 4:38 PM","(-) Expense","29.00","Food","Cash","egg puff"
"Aug 28, 2025 7:07 PM","(-) Expense","53.00","Transportation","Metro","metro"
"Aug 28, 2025 9:00 PM","(-) Expense","189.50","Food","Primary","thali"
"Aug 29, 2025 8:20 AM","(-) Expense","33.00","Food","Primary","filter coffee"
"Aug 29, 2025 8:48 AM","(-) Expense","59.00","Transportation","Metro","metro"
"Aug 29, 2025 1:04 PM","(-) Expense","56.00","Food","Primary","idli"
"Aug 29, 2025 2:00 PM","(-) Expense","1027.00","Education","Primary","online course"
"Aug 29, 2025 7:07 PM","(-) Expense","45.50","Transportation","Metro","metro"
"Aug 30, 2025 7:01 AM","(-) Expense","282.00","Sport","Primary","badminton court"
"Aug 30, 2025 8:17 AM","(-) Expense","23.00","Food","Cash","filter coffee"
"Aug 30, 2025 8:11 PM","(-) Expense","363.00","Social","Primary","team lunch share"
"Aug 30, 2025 9:02 PM","(-) Expense","230.00","Food","Primary","dinner"
"Aug 31, 2025 8:20 AM","(-) Expense","15.00","Food","Primary","tea"
"Aug 31, 2025 8:11 PM","(-) Expense","2723.00","Social","Primary","wedding gift"
"Aug 31, 2025 9:03 PM","(-) Expense","139.00","Food","Primary","office cafeteria"
"Sep 01, 2025 8:22 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"Sep 01, 2025 8:51 AM","(-) Expense","51.00","Transportation","Metro","metro"
"Sep 01, 2025 9:16 AM","(+) Income","55987.20","Salary","Primary","monthly salary"
"Sep 01, 2025 9:41 AM","(*) Transfer","10501.00","-","Primary->Savings","monthly save"
"Sep 01, 2025 1:03 PM","(-) Expense","124.50","Food","Primary","office cafeteria"
"Sep 01, 2025 7:13 PM","(-) Expense","45.50","Transportation","Metro","metro"
"Sep 01, 2025 9:00 PM","(-) Expense","258.50","Food","Primary","biryani"
"Sep 02, 2025 8:18 AM","(-) Expense","14.00","Food","Primary","tea"
"Sep 02, 2025 8:48 AM","(-) Expense","51.00","Transportation","Metro","metro"
"Sep 02, 2025 10:08 AM","(-) Expense","11234.00","Home","Primary","rent share"
"Sep 02, 2025 1:02 PM","(-) Expense","89.00","Food","Primary","office cafeteria"
"Sep 02, 2025 4:37 PM","(-) Expense","38.00","Food","Primary","vada pav"
"Sep 02, 2025 7:13 PM","(-) Expense","44.00","Transportation","Metro","metro"
"Sep 03, 2025 8:11 AM","(*) Transfer","339.00","-","Primary->Metro","metro card top-up"
"Sep 03, 2025 8:53 AM","(-) Expense","44.00","Transportation","Metro","metro"
"Sep 03, 2025 1:05 PM","(-) Expense","112.00","Food","Primary","lunch"
"Sep 03, 2025 7:13 PM","(-) Expense","58.00","Transportation","Metro","metro"
"Sep 03, 2025 9:00 PM","(-) Expense","484.00","Food","Primary","weekend brunch"
"Sep 04, 2025 8:18 AM","(-) Expense","11.50","Food","Cash","cutting chai"
